eventdate,series_name,episode_name,site_name,site_type,starts,siteTypeStarts,nameOfDay,startOfWeek
3/30/19,Friends,The One with Joey's Dirty Day,Sony Vue DMVPD,DMVPD,1328,148790,Saturday,03/25/19
4/3/19,Friends,The One with Joey's Dirty Day,Bravo iPad App,Watch,1325,539787,Wednesday,04/01/19
4/5/19,Friends,The One with Joey's Dirty Day,Hulu Plus,SVOD,1324,49556,Friday,04/01/19
4/9/19,Friends,The One with Joey's Dirty Day,Bravo Roku App,Watch,1320,541107,Tuesday,04/08/19
4/5/19,Friends,The One with Joey's Dirty Day,Comcast Xfinity MVPD,MVPD,1312,142589,Friday,04/01/19
4/1/19,Friends,The One with Joey's Dirty Day,Bravo iPad App,Watch,1303,542410,Monday,04/01/19
4/8/19,Friends,The One with Joey's Dirty Day,Bravo Roku App,Watch,1302,543712,Monday,04/08/19
4/1/19,Friends,The One with Joey's Dirty Day,Dish Anywhere MVPD,MVPD,1295,143884,Monday,04/01/19
3/30/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,1285,150075,Saturday,03/25/19
4/4/19,Friends,The One with Joey's Dirty Day,Bravo iPad App,Watch,1268,544980,Thursday,04/01/19
4/6/19,Friends,The One with Joey's Dirty Day,Bravo iPhone App,Watch,1268,546248,Saturday,04/01/19
4/11/19,Friends,The One with Joey's Dirty Day,Bravo Android TV App,Watch,1256,547504,Thursday,04/08/19
3/30/19,Friends,The One with Joey's Dirty Day,Bravo iPad App,Watch,1255,548759,Saturday,03/25/19
4/7/19,Friends,The One with Joey's Dirty Day,Bravo Samsung Smart TV App,Watch,1255,550014,Sunday,04/01/19
3/31/19,Friends,The One with Joey's Dirty Day,DirecTV Everywhere MVPD,MVPD,1251,145135,Sunday,03/25/19
4/3/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,1245,551259,Wednesday,04/01/19
4/3/19,Friends,The One with Joey's Dirty Day,Bravo iPhone App,Watch,1233,552492,Wednesday,04/01/19
3/30/19,Friends,The One with Joey's Dirty Day,Dish Anywhere MVPD,MVPD,1223,146358,Saturday,03/25/19
4/7/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,1209,553701,Sunday,04/01/19
4/3/19,Friends,The One with Joey's Dirty Day,Sony Vue DMVPD,DMVPD,1207,151282,Wednesday,04/01/19
4/7/19,Friends,The One with Joey's Dirty Day,Hulu Plus,SVOD,1196,50752,Sunday,04/01/19
4/4/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,1190,554891,Thursday,04/01/19
4/9/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,1188,152470,Tuesday,04/08/19
4/5/19,Friends,The One with Joey's Dirty Day,Bravo FEP,Watch,1184,556075,Friday,04/01/19
4/9/19,Friends,The One with Joey's Dirty Day,YouTube TV,DMVPD,1181,153651,Tuesday,04/08/19
4/12/19,Friends,The One with Joey's Dirty Day,Bravo Samsung Smart TV App,Watch,1172,557247,Friday,04/08/19
4/8/19,Friends,The One with Joey's Dirty Day,Bravo FEP,Watch,1160,558407,Monday,04/08/19
4/8/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,1153,559560,Monday,04/08/19
4/3/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,1145,154796,Wednesday,04/01/19
4/10/19,Friends,The One with Joey's Dirty Day,Bravo Android TV App,Watch,1141,560701,Wednesday,04/08/19
3/31/19,Friends,The One with Joey's Dirty Day,Bravo Samsung Smart TV App,Watch,1125,561826,Sunday,03/25/19
4/9/19,Friends,The One with Joey's Dirty Day,Bravo Samsung Smart TV App,Watch,1121,562947,Tuesday,04/08/19
3/30/19,Friends,The One with Joey's Dirty Day,Bravo FEP,Watch,1119,564066,Saturday,03/25/19
4/12/19,Friends,The One with Joey's Dirty Day,Bravo FEP,Watch,1116,565182,Friday,04/08/19
4/5/19,Friends,The One with Joey's Dirty Day,Dish Anywhere MVPD,MVPD,1104,147462,Friday,04/01/19
4/6/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,1097,155893,Saturday,04/01/19
4/12/19,Friends,The One with Joey's Dirty Day,YouTube TV,DMVPD,1094,156987,Friday,04/08/19
3/31/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,1091,566273,Sunday,03/25/19
3/29/19,Friends,The One with Joey's Dirty Day,Bravo FEP,Watch,1090,567363,Friday,03/25/19
4/1/19,Friends,The One with Joey's Dirty Day,Hulu Plus,SVOD,1088,51840,Monday,04/01/19
4/2/19,Friends,The One with Joey's Dirty Day,Bravo FireTV App,Watch,1079,568442,Tuesday,04/01/19
4/2/19,Friends,The One with Joey's Dirty Day,Bravo iPad App,Watch,1066,569508,Tuesday,04/01/19
3/29/19,Friends,The One with Joey's Dirty Day,Comcast Xfinity MVPD,MVPD,1066,148528,Friday,03/25/19
4/5/19,Friends,The One with Joey's Dirty Day,Bravo FireTV App,Watch,1048,570556,Friday,04/01/19
4/5/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,1045,158032,Friday,04/01/19
4/11/19,Friends,The One with Joey's Dirty Day,Bravo iPad App,Watch,1039,571595,Thursday,04/08/19
4/4/19,Friends,The One with Joey's Dirty Day,Bravo FireTV App,Watch,1028,572623,Thursday,04/01/19
4/1/19,Friends,The One with Joey's Dirty Day,DirecTV Everywhere MVPD,MVPD,1019,149547,Monday,04/01/19
4/8/19,Friends,The One with Joey's Dirty Day,Hulu Plus,SVOD,1018,52858,Monday,04/08/19
4/12/19,Friends,The One with Joey's Dirty Day,Bravo iPhone App,Watch,1013,573636,Friday,04/08/19
4/1/19,Friends,The One with Joey's Dirty Day,Sony Vue DMVPD,DMVPD,1011,159043,Monday,04/01/19
4/1/19,Friends,The One with Joey's Dirty Day,Bravo iPhone App,Watch,1009,574645,Monday,04/01/19
4/11/19,Friends,The One with Joey's Dirty Day,Bravo FireTV App,Watch,1009,575654,Thursday,04/08/19
4/11/19,Friends,The One with Joey's Dirty Day,Bravo Apple TV App,Watch,1006,576660,Thursday,04/08/19
4/3/19,Friends,The One with Joey's Dirty Day,Comcast Xfinity MVPD,MVPD,987,150534,Wednesday,04/01/19
4/1/19,Friends,The One with Joey's Dirty Day,Bravo Apple TV App,Watch,986,577646,Monday,04/01/19
4/12/19,Friends,The One with Joey's Dirty Day,DirecTV Everywhere MVPD,MVPD,982,151516,Friday,04/08/19
3/30/19,Friends,The One with Joey's Dirty Day,Bravo Samsung Smart TV App,Watch,958,578604,Saturday,03/25/19
3/29/19,Friends,The One with Joey's Dirty Day,Bravo Roku App,Watch,957,579561,Friday,03/25/19
4/11/19,Friends,The One with Joey's Dirty Day,Hulu Plus,SVOD,955,53813,Thursday,04/08/19
4/11/19,Friends,The One with Joey's Dirty Day,Bravo Samsung Smart TV App,Watch,938,580499,Thursday,04/08/19
4/6/19,Friends,The One with Joey's Dirty Day,Bravo Apple TV App,Watch,934,581433,Saturday,04/01/19
4/3/19,Friends,The One with Joey's Dirty Day,Bravo Apple TV App,Watch,924,582357,Wednesday,04/01/19
4/2/19,Friends,The One with Joey's Dirty Day,Bravo FEP,Watch,915,583272,Tuesday,04/01/19
4/2/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,907,159950,Tuesday,04/01/19
4/5/19,Friends,The One with Joey's Dirty Day,Bravo Roku App,Watch,896,584168,Friday,04/01/19
4/8/19,Friends,The One with Joey's Dirty Day,Sony Vue DMVPD,DMVPD,895,160845,Monday,04/08/19
4/10/19,Friends,The One with Joey's Dirty Day,YouTube TV,DMVPD,892,161737,Wednesday,04/08/19
3/30/19,Friends,The One with Joey's Dirty Day,Bravo iPhone App,Watch,867,585035,Saturday,03/25/19
4/12/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,866,162603,Friday,04/08/19
3/31/19,Friends,The One with Joey's Dirty Day,Bravo iPhone App,Watch,861,585896,Sunday,03/25/19
4/2/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,857,586753,Tuesday,04/01/19
4/12/19,Friends,The One with Joey's Dirty Day,Bravo Android TV App,Watch,853,587606,Friday,04/08/19
4/12/19,Friends,The One with Joey's Dirty Day,Sony Vue DMVPD,DMVPD,851,163454,Friday,04/08/19
4/6/19,Friends,The One with Joey's Dirty Day,Bravo Roku App,Watch,848,588454,Saturday,04/01/19
4/2/19,Friends,The One with Joey's Dirty Day,YouTube TV,DMVPD,843,164297,Tuesday,04/01/19
3/31/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,835,589289,Sunday,03/25/19
4/9/19,Friends,The One with Joey's Dirty Day,Verizon FiOS,MVPD,833,152349,Tuesday,04/08/19
4/5/19,Friends,The One with Joey's Dirty Day,Sony Vue DMVPD,DMVPD,828,165125,Friday,04/01/19
4/9/19,Friends,The One with Joey's Dirty Day,Dish Anywhere MVPD,MVPD,828,153177,Tuesday,04/08/19
4/8/19,Friends,The One with Joey's Dirty Day,YouTube TV,DMVPD,820,165945,Monday,04/08/19
4/8/19,Friends,The One with Joey's Dirty Day,Bravo FireTV App,Watch,818,590107,Monday,04/08/19
3/29/19,Friends,The One with Joey's Dirty Day,Sony Vue DMVPD,DMVPD,817,166762,Friday,03/25/19
4/7/19,Friends,The One with Joey's Dirty Day,Sony Vue DMVPD,DMVPD,814,167576,Sunday,04/01/19
3/31/19,Friends,The One with Joey's Dirty Day,Bravo FEP,Watch,811,590918,Sunday,03/25/19
3/30/19,Friends,The One with Joey's Dirty Day,Bravo Apple TV App,Watch,802,591720,Saturday,03/25/19
4/8/19,Friends,The One with Joey's Dirty Day,Verizon FiOS,MVPD,777,153954,Monday,04/08/19
4/4/19,Friends,The One with Joey's Dirty Day,Sony Vue DMVPD,DMVPD,768,168344,Thursday,04/01/19
4/12/19,Friends,The One with Joey's Dirty Day,Hulu Plus,SVOD,756,54569,Friday,04/08/19
4/9/19,Friends,The One with Joey's Dirty Day,DirecTV Everywhere MVPD,MVPD,751,154705,Tuesday,04/08/19
4/10/19,Friends,The One with Joey's Dirty Day,Bravo FireTV App,Watch,744,592464,Wednesday,04/08/19
3/29/19,Friends,The One with Joey's Dirty Day,Bravo iPad App,Watch,740,593204,Friday,03/25/19
4/1/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,724,169068,Monday,04/01/19
3/29/19,Friends,The One with Joey's Dirty Day,YouTube TV,DMVPD,723,169791,Friday,03/25/19
4/4/19,Friends,The One with Joey's Dirty Day,DirecTV Everywhere MVPD,MVPD,717,155422,Thursday,04/01/19
4/7/19,Friends,The One with Joey's Dirty Day,Bravo iPhone App,Watch,707,593911,Sunday,04/01/19
4/6/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,692,594603,Saturday,04/01/19
4/9/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,684,595287,Tuesday,04/08/19
4/8/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,683,595970,Monday,04/08/19
4/11/19,Friends,The One with Joey's Dirty Day,Bravo iPhone App,Watch,677,596647,Thursday,04/08/19
4/6/19,Friends,The One with Joey's Dirty Day,YouTube TV,DMVPD,676,170467,Saturday,04/01/19
4/5/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,674,171141,Friday,04/01/19
3/31/19,Friends,The One with Joey's Dirty Day,Sony Vue DMVPD,DMVPD,670,171811,Sunday,03/25/19
4/10/19,Friends,The One with Joey's Dirty Day,Dish Anywhere MVPD,MVPD,661,156083,Wednesday,04/08/19
3/29/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,655,597302,Friday,03/25/19
4/3/19,Friends,The One with Joey's Dirty Day,Bravo Android TV App,Watch,640,597942,Wednesday,04/01/19
4/5/19,Friends,The One with Joey's Dirty Day,Bravo Android TV App,Watch,639,598581,Friday,04/01/19
4/11/19,Friends,The One with Joey's Dirty Day,Verizon FiOS,MVPD,624,156707,Thursday,04/08/19
4/10/19,Friends,The One with Joey's Dirty Day,Bravo Apple TV App,Watch,614,599195,Wednesday,04/08/19
4/8/19,Friends,The One with Joey's Dirty Day,DirecTV Everywhere MVPD,MVPD,612,157319,Monday,04/08/19
4/7/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,596,172407,Sunday,04/01/19
3/30/19,Friends,The One with Joey's Dirty Day,Bravo Roku App,Watch,591,599786,Saturday,03/25/19
4/9/19,Friends,The One with Joey's Dirty Day,Bravo FEP,Watch,589,600375,Tuesday,04/08/19
3/30/19,Friends,The One with Joey's Dirty Day,Verizon FiOS,MVPD,586,157905,Saturday,03/25/19
4/3/19,Friends,The One with Joey's Dirty Day,Bravo FireTV App,Watch,580,600955,Wednesday,04/01/19
4/9/19,Friends,The One with Joey's Dirty Day,Hulu Plus,SVOD,567,55136,Tuesday,04/08/19
4/12/19,Friends,The One with Joey's Dirty Day,Bravo iPad App,Watch,563,601518,Friday,04/08/19
4/1/19,Friends,The One with Joey's Dirty Day,Bravo FireTV App,Watch,552,602070,Monday,04/01/19
4/3/19,Friends,The One with Joey's Dirty Day,DirecTV Everywhere MVPD,MVPD,552,158457,Wednesday,04/01/19
4/11/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,552,602622,Thursday,04/08/19
4/2/19,Friends,The One with Joey's Dirty Day,DirecTV Everywhere MVPD,MVPD,541,158998,Tuesday,04/01/19
4/9/19,Friends,The One with Joey's Dirty Day,Bravo FireTV App,Watch,529,603151,Tuesday,04/08/19
4/9/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,527,172934,Tuesday,04/08/19
4/4/19,Friends,The One with Joey's Dirty Day,Dish Anywhere MVPD,MVPD,512,159510,Thursday,04/01/19
4/9/19,Friends,The One with Joey's Dirty Day,Comcast Xfinity MVPD,MVPD,486,159996,Tuesday,04/08/19
4/5/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,485,603636,Friday,04/01/19
3/31/19,Friends,The One with Joey's Dirty Day,Verizon FiOS,MVPD,482,160478,Sunday,03/25/19
4/2/19,Friends,The One with Joey's Dirty Day,Bravo Apple TV App,Watch,470,604106,Tuesday,04/01/19
4/6/19,Friends,The One with Joey's Dirty Day,Hulu Plus,SVOD,470,55606,Saturday,04/01/19
4/8/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,469,173403,Monday,04/08/19
4/11/19,Friends,The One with Joey's Dirty Day,Bravo FEP,Watch,463,604569,Thursday,04/08/19
4/5/19,Friends,The One with Joey's Dirty Day,Bravo Apple TV App,Watch,460,605029,Friday,04/01/19
4/12/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,451,173854,Friday,04/08/19
4/4/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,450,605479,Thursday,04/01/19
3/30/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,448,605927,Saturday,03/25/19
4/8/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,445,174299,Monday,04/08/19
4/7/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,421,606348,Sunday,04/01/19
4/10/19,Friends,The One with Joey's Dirty Day,Comcast Xfinity MVPD,MVPD,404,160882,Wednesday,04/08/19
3/29/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,404,174703,Friday,03/25/19
4/6/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,403,175106,Saturday,04/01/19
3/30/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,398,175504,Saturday,03/25/19
4/9/19,Friends,The One with Joey's Dirty Day,Bravo Apple TV App,Watch,398,606746,Tuesday,04/08/19
4/12/19,Friends,The One with Joey's Dirty Day,Dish Anywhere MVPD,MVPD,397,161279,Friday,04/08/19
3/31/19,Friends,The One with Joey's Dirty Day,YouTube TV,DMVPD,386,175890,Sunday,03/25/19
4/10/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,386,176276,Wednesday,04/08/19
3/31/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,379,176655,Sunday,03/25/19
4/12/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,373,607119,Friday,04/08/19
4/9/19,Friends,The One with Joey's Dirty Day,Bravo iPhone App,Watch,365,607484,Tuesday,04/08/19
4/5/19,Friends,The One with Joey's Dirty Day,YouTube TV,DMVPD,344,176999,Friday,04/01/19
4/11/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,339,177338,Thursday,04/08/19
4/5/19,Friends,The One with Joey's Dirty Day,Bravo iPad App,Watch,322,607806,Friday,04/01/19
4/12/19,Friends,The One with Joey's Dirty Day,Bravo Roku App,Watch,319,608125,Friday,04/08/19
4/3/19,Friends,The One with Joey's Dirty Day,Bravo Samsung Smart TV App,Watch,315,608440,Wednesday,04/01/19
4/4/19,Friends,The One with Joey's Dirty Day,YouTube TV,DMVPD,312,177650,Thursday,04/01/19
4/3/19,Friends,The One with Joey's Dirty Day,Verizon FiOS,MVPD,299,161578,Wednesday,04/01/19
4/6/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,298,608738,Saturday,04/01/19
3/31/19,Friends,The One with Joey's Dirty Day,Comcast Xfinity MVPD,MVPD,295,161873,Sunday,03/25/19
4/7/19,Friends,The One with Joey's Dirty Day,Hulu Classic,SVOD,289,55895,Sunday,04/01/19
4/2/19,Friends,The One with Joey's Dirty Day,Bravo Android TV App,Watch,288,609026,Tuesday,04/01/19
4/7/19,Friends,The One with Joey's Dirty Day,Dish Anywhere MVPD,MVPD,276,162149,Sunday,04/01/19
4/5/19,Friends,The One with Joey's Dirty Day,Bravo Samsung Smart TV App,Watch,270,609296,Friday,04/01/19
4/6/19,Friends,The One with Joey's Dirty Day,Bravo Samsung Smart TV App,Watch,255,609551,Saturday,04/01/19
4/1/19,Friends,The One with Joey's Dirty Day,Comcast Xfinity MVPD,MVPD,250,162399,Monday,04/01/19
4/11/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,226,177876,Thursday,04/08/19
4/10/19,Friends,The One with Joey's Dirty Day,Hulu Plus,SVOD,224,56119,Wednesday,04/08/19
4/1/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,219,178095,Monday,04/01/19
4/7/19,Friends,The One with Joey's Dirty Day,Bravo Roku App,Watch,215,609766,Sunday,04/01/19
4/12/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,214,609980,Friday,04/08/19
4/2/19,Friends,The One with Joey's Dirty Day,Verizon FiOS,MVPD,202,162601,Tuesday,04/01/19
3/31/19,Friends,The One with Joey's Dirty Day,Bravo Android TV App,Watch,201,610181,Sunday,03/25/19
4/4/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,199,178294,Thursday,04/01/19
4/1/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,190,610371,Monday,04/01/19
4/3/19,Friends,The One with Joey's Dirty Day,Hulu Plus,SVOD,171,56290,Wednesday,04/01/19
4/3/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,171,178465,Wednesday,04/01/19
4/3/19,Friends,The One with Joey's Dirty Day,Bravo Roku App,Watch,162,610533,Wednesday,04/01/19
4/5/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,156,610689,Friday,04/01/19
4/7/19,Friends,The One with Joey's Dirty Day,SlingTV DMVPD,DMVPD,154,178619,Sunday,04/01/19
3/31/19,Friends,The One with Joey's Dirty Day,DirecTV Now DMVPD,DMVPD,152,178771,Sunday,03/25/19
4/10/19,Friends,The One with Joey's Dirty Day,Bravo FEP,Watch,151,610840,Wednesday,04/08/19
4/7/19,Friends,The One with Joey's Dirty Day,DirecTV Everywhere MVPD,MVPD,144,162745,Sunday,04/01/19
4/2/19,Friends,The One with Joey's Dirty Day,Bravo iPhone App,Watch,123,610963,Tuesday,04/01/19
4/2/19,Friends,The One with Joey's Dirty Day,Bravo Android Tablet Apps,Watch,121,611084,Tuesday,04/01/19
3/30/19,Friends,The One with Joey's Dirty Day,Bravo Chromecast App,Watch,112,611196,Saturday,03/25/19
4/9/19,Friends,The One with Joey's Dirty Day,Bravo Android TV App,Watch,103,611299,Tuesday,04/08/19
4/11/19,Friends,The One with Joey's New Girlfriend,DirecTV Now DMVPD,DMVPD,1998,180769,Thursday,04/08/19
3/30/19,Friends,The One with Joey's New Girlfriend,Bravo Roku App,Watch,1977,613276,Saturday,03/25/19
4/8/19,Friends,The One with Joey's New Girlfriend,YouTube TV,DMVPD,1962,182731,Monday,04/08/19
4/2/19,Friends,The One with Joey's New Girlfriend,Bravo Roku App,Watch,1955,615231,Tuesday,04/01/19
4/2/19,Friends,The One with Joey's New Girlfriend,SlingTV DMVPD,DMVPD,1950,184681,Tuesday,04/01/19
4/7/19,Friends,The One with Joey's New Girlfriend,DirecTV Now DMVPD,DMVPD,1948,186629,Sunday,04/01/19
4/11/19,Friends,The One with Joey's New Girlfriend,Bravo Apple TV App,Watch,1942,617173,Thursday,04/08/19
4/12/19,Friends,The One with Joey's New Girlfriend,DirecTV Now DMVPD,DMVPD,1939,188568,Friday,04/08/19
4/1/19,Friends,The One with Joey's New Girlfriend,Bravo Samsung Smart TV App,Watch,1931,619104,Monday,04/01/19
4/5/19,Friends,The One with Joey's New Girlfriend,Hulu Classic,SVOD,1927,58217,Friday,04/01/19
4/3/19,Friends,The One with Joey's New Girlfriend,Verizon FiOS,MVPD,1925,164670,Wednesday,04/01/19
3/29/19,Friends,The One with Joey's New Girlfriend,Comcast Xfinity MVPD,MVPD,1920,166590,Friday,03/25/19
4/3/19,Friends,The One with Joey's New Girlfriend,Bravo Samsung Smart TV App,Watch,1918,621022,Wednesday,04/01/19
4/2/19,Friends,The One with Joey's New Girlfriend,Bravo iPhone App,Watch,1893,622915,Tuesday,04/01/19
4/11/19,Friends,The One with Joey's New Girlfriend,Bravo iPad App,Watch,1891,624806,Thursday,04/08/19
4/10/19,Friends,The One with Joey's New Girlfriend,Bravo Samsung Smart TV App,Watch,1890,626696,Wednesday,04/08/19
4/11/19,Friends,The One with Joey's New Girlfriend,Verizon FiOS,MVPD,1887,168477,Thursday,04/08/19
4/12/19,Friends,The One with Joey's New Girlfriend,Bravo iPad App,Watch,1883,628579,Friday,04/08/19
4/9/19,Friends,The One with Joey's New Girlfriend,Bravo iPhone App,Watch,1874,630453,Tuesday,04/08/19
4/5/19,Friends,The One with Joey's New Girlfriend,Hulu Plus,SVOD,1868,60085,Friday,04/01/19
3/29/19,Friends,The One with Joey's New Girlfriend,Verizon FiOS,MVPD,1861,170338,Friday,03/25/19
4/4/19,Friends,The One with Joey's New Girlfriend,Bravo Roku App,Watch,1860,632313,Thursday,04/01/19
4/10/19,Friends,The One with Joey's New Girlfriend,Verizon FiOS,MVPD,1860,172198,Wednesday,04/08/19
